8872,ガチマッチ,ガチヤグラ,アジフライスタジアム,WIN!,100,ちゅーたな,N-ZAP85,インクアーマー,キューバンボム,5,4,1,4,708,とこはる,ハイドラントカスタム,インクアーマー,トラップ,5,2,2,3,509,あおりねぎ,クーゲルシュライバー・ヒュー,アメフラシ,ジャンプビーコン,8,1,2,2,549,あおじる,スパイガジェット,スーパーチャクチ,トラップ,0,6,3,2,515,びーじぇ,パブロ,スーパーチャクチ,スプラッシュボム,3,0,6,1,653,くりやま,ハイドラントカスタム,インクアーマー,トラップ,2,3,5,0,313,ナマポケシゴム,ロングブラスターネクロ,マルチミサイル,クイックボム,2,0,4,1,445,enomun,N-ZAP85,インクアーマー,キューバンボム,1,0,3,1,573
8864,ガチマッチ,ガチホコバトル,コンブトラック,LOSE…,79,ちゅーたな,N-ZAP85,インクアーマー,キューバンボム,10,1,7,4,1477,しばけんのこきゅう,ヒーローローラー レプリカ,スーパーチャクチ,カーリングボム,10,4,4,5,1142,しゃべりません,ボールドマーカー7,ウルトラハンコ,スプラッシュボム,7,3,8,6,1596,しゅうののしもべ,ケルビン525デコ,イカスフィア,スプラッシュシールド,5,2,13,2,826,りょうくん,14式竹筒銃・甲,マルチミサイル,カーリングボム,6,2,6,5,1223,ももきっちー,ボールドマーカー7,ウルトラハンコ,スプラッシュボム,11,3,11,2,1034,すすき,N-ZAP85,インクアーマー,キューバンボム,7,7,5,6,1540,しかにゃん,ケルビン525デコ,イカスフィア,スプラッシュシールド,8,2,10,3,1127
8833,ガチマッチ,ガチエリア,アロワナモール,WIN!,100,ちゅーたな,N-ZAP85,インクアーマー,キューバンボム,12,7,3,6,1407,ぬ,スプラチャージャー,ハイパープレッサー,スプラッシュボム,5,3,1,3,889,ああああ,スパッタリー,キューバンボムピッチャー,ジャンプビーコン,7,2,6,2,719,ハナナハ・ノウ,わかばシューター,インクアーマー,スプラッシュボム,5,5,5,4,1036,おこったかんな？,もみじシューター,アメフラシ,ロボットボム,3,1,8,6,1516,はむ,スプラローラー,スーパーチャクチ,カーリングボム,3,0,9,2,693,ミルチマサイル,スパッタリー・ヒュー,アメフラシ,ポイズンミスト,8,1,6,3,923,たまご,プライムシューターベッチュー,ナイスダマ,スプラッシュボム,1,1,6,5,944
8848,ガチマッチ,ガチホコバトル,アンチョビットゲームズ,WIN!,80,ちゅーたな,N-ZAP85,インクアーマー,キューバンボム,8,3,7,4,1368,だいふくもち,スプラチャージャー,ハイパープレッサー,スプラッシュボム,4,2,5,2,911,Garucho,L3リールガン,イカスフィア,カーリングボム,9,4,6,3,1446,OPS_てる,オーバーフロッシャー,アメフラシ,スプラッシュシールド,5,2,8,5,1587,すこやかたかしくん,スプラスピナー,マルチミサイル,クイックボム,6,2,6,8,1824,スコタッタオリザ,スパッタリー,キューバンボムピッチャー,ジャンプビーコン,4,3,7,3,1045,ましゅまろ,エクスプロッシャーカスタム,イカスフィア,ポイントセンサー,7,4,5,5,1614,オーズ,スプラシューターコラボ,ジェットパック,スプラッシュボム,9,3,8,2,915
8855,ガチマッチ,ガチエリア,Ｂバスパーク,LOSE…,49,ちゅーたな,N-ZAP85,インクアーマー,キューバンボム,6,3,6,6,1738,さとぴー,ヒーローローラー レプリカ,スーパーチャクチ,カーリングボム,4,2,12,1,798,あ,クアッドホッパーブラック,スーパーチャクチ,ロボットボム,9,1,7,3,965,ライス,ハイドラントカスタム,インクアーマー,トラップ,5,2,7,3,845,A.デスパイネ,スプラマニューバーベッチュー,イカスフィア,キューバンボム,7,4,9,3,982,ぬ,スプラスコープコラボ,キューバンボムピッチャー,スプラッシュシールド,9,1,4,5,1414,タクシーのハンドル♭,パブロ・ヒュー,イカスフィア,トラップ,9,1,8,4,896,さんばかをすこれ,ボトルガイザーフォイル,バブルランチャー,スプラッシュボム,7,3,3,4,1132
8814,ガチマッチ,ガチホコバトル,ガンガゼ野外音楽堂,WIN!,97,ちゅーたな,N-ZAP85,インクアーマー,キューバンボム,6,4,8,4,1522,Pörn hub,クアッドホッパーブラック,スーパーチャクチ,ロボットボム,13,5,9,3,1113,おそば,ボトルガイザーフォイル,バブルランチャー,スプラッシュボム,7,3,6,4,1196,ゆー,カーボンローラーデコ,ロボボムピッチャー,クイックボム,13,4,6,2,1313,dasaku,バケットスロッシャーソーダ,クイックボムピッチャー,スプラッシュボム,10,2,9,4,1266,Spueezer,L3リールガン,イカスフィア,カーリングボム,4,4,13,3,1181,けぇす,デュアルスイーパーカスタム,アメフラシ,スプラッシュボム,8,3,6,4,1305,ツモ(メンゼン),ボールドマーカー,スーパーチャクチ,カーリングボム,7,2,11,3,1300
8843,ガチマッチ,ガチホコバトル,アンチョビットゲームズ,WIN!,90,ちゅーたな,N-ZAP85,インクアーマー,キューバンボム,3,3,6,5,1514,ローゼンメイデン,プライムシューターベッチュー,ナイスダマ,スプラッシュボム,8,4,6,2,927,かくかくしかじか,ヴァリアブルローラー,スプラッシュボムピッチャー,スプラッシュシールド,7,7,7,3,1293,まおぅ,キャンピングシェルターカーモ,ウルトラハンコ,トラップ,8,2,6,3,1019,ø,プライムシューターベッチュー,ナイスダマ,スプラッシュボム,7,2,7,3,1066,あとはまかせた,パラシェルターソレーラ,スプラッシュボムピッチャー,ロボットボム,3,1,7,3,1299,おともだっつソーレン,デュアルスイーパーカスタム,アメフラシ,スプラッシュボム,7,3,6,2,1401,うーちゃん,N-ZAP85,インクアーマー,キューバンボム,8,1,8,3,1068
8838,ガチマッチ,ガチホコバトル,デボン海洋博物館,LOSE…,0,ちゅーたな,N-ZAP85,インクアーマー,キューバンボム,6,1,7,2,707,グータレーデーもん,オーバーフロッシャー,アメフラシ,スプラッシュシールド,4,0,6,1,674,<>,スプラチャージャーコラボ,キューバンボムピッチャー,スプラッシュシールド,0,1,6,1,400,ねむねむ,H3リールガン,マルチミサイル,ポイントセンサー,1,0,6,1,505,ジョバンニ〆2,プライムシューターコラボ,バブルランチャー,キューバンボム,8,3,4,2,735,わし,スパイガジェットソレーラ,イカスフィア,スプラッシュボム,5,2,2,2,753,ちくわ,クーゲルシュライバー・ヒュー,アメフラシ,ジャンプビーコン,6,3,1,2,581,ドリムー,L3リールガンD,ジェットパック,クイックボム,6,2,4,1,451
8880,ガチマッチ,ガチホコバトル,モンガラキャンプ場,LOSE…,51,ちゅーたな,N-ZAP85,インクアーマー,キューバンボム,6,7,10,3,1038,s,スプラシューターコラボ,ジェットパック,スプラッシュボム,12,1,5,5,959,a,スプラチャージャー,ハイパープレッサー,スプラッシュボム,4,3,6,3,884,Lα#ƒmalinƒ,クラッシュブラスターネオ,マルチミサイル,カーリングボム,12,3,7,3,884,おだやか,スプラシューターコラボ,ジェットパック,スプラッシュボム,11,0,9,2,949,なおちん#98³²,L3リールガンD,ジェットパック,クイックボム,5,2,9,2,868,エノシマ　ジュンコ,ヒーローチャージャー レプリカ,ハイパープレッサー,スプラッシュボム,3,1,7,2,1002,なかもちそとさく,スプラローラー,スーパーチャクチ,カーリングボム,8,1,9,1,818
8879,ガチマッチ,ガチホコバトル,モンガラキャンプ場,LOSE…,72,ちゅーたな,N-ZAP85,インクアーマー,キューバンボム,5,3,8,4,1262,Lα#ƒmalinƒ,クラッシュブラスターネオ,マルチミサイル,カーリングボム,10,3,8,3,878,せーま,クーゲルシュライバー・ヒュー,アメフラシ,ジャンプビーコン,5,2,8,1,1173,かららぬこてぃー,プライムシューターコラボ,バブルランチャー,キューバンボム,11,4,6,2,1229,にゅた,プロモデラーMG,カーリングボムピッチャー,キューバンボム,6,5,7,5,1287,かきくけこうちゃん！,クーゲルシュライバー,ジェットパック,ポイズンミスト,9,1,9,1,1023,エノシマ　ジュンコ,わかばシューター,インクアーマー,スプラッシュボム,6,8,6,7,1602,s,スプラシューターコラボ,ジェットパック,スプラッシュボム,9,1,9,3,902
8896,ガチマッチ,ガチホコバトル,デボン海洋博物館,LOSE…,58,ちゅーたな,N-ZAP85,インクアーマー,キューバンボム,8,1,10,3,941,あこ⊃◎こばんざめ♪,バレルスピナー,ハイパープレッサー,スプリンクラー,11,3,5,4,891,chimney,バケットスロッシャーデコ,イカスフィア,スプリンクラー,6,3,6,4,1031,ジョニィ,デュアルスイーパーカスタム,アメフラシ,スプラッシュボム,7,0,8,3,1137,ドラやま,スクイックリンγ,ジェットパック,キューバンボム,6,1,7,4,1007,やん_GM,ヴァリアブルローラー,スプラッシュボムピッチャー,スプラッシュシールド,7,2,7,4,1160,わをんα,バケットスロッシャーソーダ,クイックボムピッチャー,スプラッシュボム,5,2,9,1,680,ぴぴぴ,プライムシューターベッチュー,ナイスダマ,スプラッシュボム,11,0,9,2,950
8859,リーグマッチ,ガチヤグラ,ガンガゼ野外音楽堂,LOSE…,0,ちゅーたな,N-ZAP85,インクアーマー,キューバンボム,8,2,8,3,935,のぴお,スプラスピナー,マルチミサイル,クイックボム,1,1,8,2,621,あかずキン★ズットモ,エクスプロッシャーカスタム,イカスフィア,ポイントセンサー,8,4,5,3,960,もちごめ,ジェットスイーパーカスタム,ハイパープレッサー,クイックボム,6,4,4,1,875,でんりゅう,スプラローラーベッチュー,バブルランチャー,スプラッシュボム,8,1,5,4,921,ゆぱ,わかばシューター,インクアーマー,スプラッシュボム,2,4,6,3,837,ゆっひ。　く8ミ⌒★,L3リールガンD,ジェットパック,クイックボム,6,1,5,2,948,れい,クアッドホッパーブラック,スーパーチャクチ,ロボットボム,9,2,7,2,970
8818,ガチマッチ,ガチアサリ,バッテラストリート,LOSE…,0,ちゅーたな,.96ガロン,インクアーマー,スプリンクラー,3,3,6,6,1479,strelitzia,ロングブラスター,アメフラシ,キューバンボム,7,1,8,3,1062,なかの　みく♪,スプラスコープコラボ,キューバンボムピッチャー,スプラッシュシールド,6,0,4,4,1154,たばるざか46,デュアルスイーパーカスタム,アメフラシ,スプラッシュボム,7,1,5,4,1311,フグ、,ロングブラスター,アメフラシ,キューバンボム,9,1,3,3,1434,ようもうフェルト,ボトルガイザーフォイル,バブルランチャー,スプラッシュボム,2,2,8,3,1078,umimi,スプラスピナー,マルチミサイル,クイックボム,6,4,7,3,1407,こい,スプラローラー,スーパーチャクチ,カーリングボム,6,2,5,2,905
8834,ガチマッチ,ガチエリア,海女美術大学,WIN!,97,ちゅーたな,N-ZAP85,インクアーマー,キューバンボム,12,4,6,6,1556,no need,L3リールガン,イカスフィア,カーリングボム,8,1,6,6,1271,josiahツキキキ,4Kスコープ,アメフラシ,トラップ,8,2,5,4,900,はちまきレントラー,ダイナモローラー,ハイパープレッサー,トラップ,10,4,4,5,1086,USAピョン,スプラチャージャーコラボ,キューバンボムピッチャー,スプラッシュシールド,7,0,10,3,997,ゾンビがつかない,ケルビン525デコ,イカスフィア,スプラッシュシールド,1,3,10,3,741,(∵),プライムシューターベッチュー,ナイスダマ,スプラッシュボム,11,0,9,3,1119,　　ことうげ　えいじ,わかばシューター,インクアーマー,スプラッシュボム,2,4,9,7,1845
8863,ガチマッチ,ガチホコバトル,ホッケふ頭,WIN!,73,ちゅーたな,N-ZAP85,インクアーマー,キューバンボム,7,3,9,3,1154,キョンふかだ,バレルスピナー,ハイパープレッサー,スプリンクラー,12,1,4,3,1082,やっさんアニィ♪,スクイックリンα,インクアーマー,ポイントセンサー,10,3,11,2,750,ワッサン,プロモデラーMG,カーリングボムピッチャー,キューバンボム,7,3,6,6,2019,くるくるまわる,パラシェルターソレーラ,スプラッシュボムピッチャー,ロボットボム,8,5,9,2,1103,めか,スプラチャージャー,ハイパープレッサー,スプラッシュボム,7,2,7,1,957,こに,N-ZAP85,インクアーマー,キューバンボム,6,6,8,6,1674,しかにゃん,ケルビン525デコ,イカスフィア,スプラッシュシールド,9,3,12,1,1040
